City,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,palmeiras de goias,-16.805,-49.9258,67.37,41,0,3.8,BR,1630654339
369,north bend,43.4065,-124.2243,54.91,93,90,8.05,US,1630654340
370,alto piquiri,-24.0281,-53.4406,64.09,51,0,7.18,BR,1630654340
371,port lincoln,-34.7333,135.8667,54.66,65,19,16.42,AU,1630654341
372,zambezi,-13.5432,23.1047,82.63,26,79,11.14,ZM,1630654343
373,lanzhou,36.0564,103.7922,72.68,52,100,9.13,CN,1630654254
374,batticaloa,7.7102,81.6924,87.37,60,94,13.69,LK,1630654344
375,boende,-0.2167,20.8667,79.66,69,100,1.5,CD,1630654344
376,deori khas,23.4,79.0167,87.91,61,81,4.83,IN,1630654345
377,gondanglegi,-7.7479,112.0132,87.53,43,6,21.05,ID,1630654346
378,waitati,-45.75,170.5667,50.81,87,26,4.45,NZ,1630654347
379,mount gambier,-37.8333,140.7667,55.31,76,90,8.05,AU,1630654347
380,leningradskiy,69.3833,178.4167,32.49,100,100,4.54,RU,1630654348
381,china,25.7,-99.2333,80.53,75,11,13.4,MX,1630654349
382,oum hadjer,13.2954,19.6966,83.26,56,100,18.59,TD,1630654349
383,shangrao,28.4532,117.9686,93.13,55,11,0.92,CN,1630654350
384,ambilobe,-13.2,49.05,90.1,26,85,12.95,MG,1630654351
385,cabo san lucas,22.8909,-109.9124,81.61,76,94,7.0,MX,1630654205
386,sandnessjoen,66.0217,12.6316,48.72,87,40,5.75,NO,1630654352
387,bako,5.7833,36.5667,76.44,55,54,3.15,ET,1630654353
388,ardakan,32.31,54.0175,97.18,6,1,2.26,IR,1630654354
389,teguldet,57.3064,88.1667,63.66,40,79,2.91,RU,1630654354
390,camabatela,-8.1881,15.375,67.23,70,99,6.24,AO,1630654355
391,calama,-22.4667,-68.9333,46.89,27,0,19.57,CL,1630654322
392,charters towers,-20.1,146.2667,71.37,60,52,17.98,AU,1630654357
393,asyut,27.181,31.1837,91.99,27,19,18.88,EG,1630654357
394,codrington,-38.2667,141.9667,50.13,84,99,8.43,AU,1630654358
395,saint pete beach,27.7253,-82.7412,80.65,80,1,3.44,US,1630654359
396,trairi,-3.2778,-39.2689,77.76,79,100,12.86,BR,1630654095
397,safonovo,55.15,33.2167,51.66,79,100,14.81,RU,1630654360
398,jever,53.5833,7.9,59.23,94,75,5.75,DE,1630654361
399,phanom sarakham,13.7479,101.3553,85.89,71,80,12.37,TH,1630654362
400,panaba,21.2833,-88.2667,73.15,96,95,4.61,MX,1630654362
401,sri aman,1.2376,111.4621,80.65,89,40,0.0,MY,1630654363
402,kortkeros,61.8106,51.5806,50.0,72,100,3.13,RU,1630654364
403,nantucket,41.2835,-70.0995,64.15,78,0,15.12,US,1630654365
404,qasigiannguit,68.8193,-51.1922,34.05,66,0,4.43,GL,1630654365
405,hay river,60.8156,-115.7999,51.78,87,40,4.61,CA,1630654366
406,taoudenni,22.6783,-3.9836,101.8,9,25,10.4,ML,1630654367
407,olafsvik,64.8945,-23.7142,53.71,96,100,17.45,IS,1630654368
408,urengoy,65.9667,78.3667,51.19,90,100,20.36,RU,1630654368
409,port hedland,-20.3167,118.5667,87.85,13,31,10.36,AU,1630654369
410,aklavik,68.2191,-135.0107,47.12,95,100,13.27,CA,1630654370
411,adrar,20.5022,-10.0711,90.64,17,10,14.92,MR,1630654370
412,tocopilla,-22.092,-70.1979,59.63,73,23,4.41,CL,1630654371
413,phan thiet,10.9333,108.1,86.88,69,99,14.83,VN,1630654372
414,mmathubudukwane,-24.6,26.4333,68.86,32,0,13.15,BW,1630654372
415,vuktyl,63.8567,57.3094,54.23,66,100,7.02,RU,1630654373
416,chernyshevskiy,63.0128,112.4714,45.09,51,100,10.78,RU,1630654221
417,vagur,61.4732,-6.8119,53.92,82,100,6.62,FO,1630654374
418,byron bay,-28.65,153.6167,68.05,78,26,7.96,AU,1630654375
419,hokitika,-42.7167,170.9667,51.26,81,16,0.96,NZ,1630654376
420,palatka,29.6486,-81.6376,74.34,83,2,0.96,US,1630654376
421,cockburn town,21.4612,-71.1419,82.42,76,100,15.73,TC,1630654136
422,ennis,52.8436,-8.9864,56.07,82,75,4.61,IE,1630654378
423,eydhafushi,5.1033,73.0708,82.27,72,98,10.22,MV,1630654379
424,doka,13.5167,35.7667,73.94,87,100,11.01,SD,1630654380
425,chilca,-12.5211,-76.7372,59.85,89,82,3.85,PE,1630654380
426,aykhal,66.0,111.5,35.37,85,100,17.16,RU,1630654381
427,kerema,-7.9631,145.7785,80.42,85,91,10.6,PG,1630654382
428,kendari,-3.945,122.4989,79.47,88,91,2.08,ID,1630654382
429,pyaozerskiy,65.8333,31.1667,42.64,92,100,16.06,RU,1630654383
430,barra do garcas,-15.89,-52.2567,70.29,38,2,1.59,BR,1630654384
431,brownsville,25.9018,-97.4975,84.02,87,1,3.0,US,1630654384
432,arlit,18.7369,7.3853,95.83,11,8,16.87,NE,1630654385
433,planadas,3.197,-75.6451,64.65,87,92,4.92,CO,1630654386
434,conceicao do araguaia,-8.2578,-49.2647,73.53,88,0,1.14,BR,1630654387
435,mutoko,-17.397,32.2268,74.8,39,5,8.52,ZW,1630654387
436,cayenne,4.9333,-52.3333,74.08,91,20,0.0,GF,1630654206
437,milyutinskaya,48.6279,41.6679,55.06,80,100,20.56,RU,1630654388
438,clyde river,70.4692,-68.5914,41.18,78,98,3.0,CA,1630654389
439,ibiruba,-28.6275,-53.0897,58.53,91,4,5.82,BR,1630654390
440,pringsewu,-5.3582,104.9744,83.75,66,98,4.03,ID,1630654390
441,eureka,40.8021,-124.1637,53.67,78,56,4.0,US,1630654391
442,sabratah,32.7933,12.4885,88.72,43,0,6.2,LY,1630654392
443,kalaleh,37.3807,55.4916,92.8,52,40,19.57,IR,1630654393
444,mpongwe,-13.5091,28.155,79.63,33,86,10.33,ZM,1630654394
445,gimbi,9.1667,35.8333,59.47,94,97,1.88,ET,1630654394
446,pitimbu,-7.4706,-34.8086,72.19,89,100,10.31,BR,1630654395
447,tiznit,29.5833,-9.5,74.82,43,0,1.05,MA,1630654397
448,cuencame,24.8711,-103.6964,65.25,83,99,3.89,MX,1630654397
449,port-gentil,-0.7193,8.7815,78.76,73,75,11.5,GA,1630654398
450,lodwar,3.1191,35.5973,88.38,37,3,13.2,KE,1630654399
451,gulu,2.7746,32.299,69.6,89,99,1.32,UG,1630654400
452,yakeshi,49.2833,120.7333,67.66,64,95,6.13,CN,1630654400
453,poltavskaya,45.362,38.2154,65.25,49,9,18.68,RU,1630654401
454,harper,4.375,-7.7169,75.22,92,100,16.02,LR,1630654402
455,pascagoula,30.3658,-88.5561,77.02,99,1,0.0,US,1630654403
456,kawambwa,-9.7915,29.0791,81.63,25,80,7.4,ZM,1630654403
457,shahrud,36.4182,54.9763,92.64,11,10,4.03,IR,1630654404
458,tame,6.461,-71.73,71.2,83,64,4.83,CO,1630654405
459,iaciara,-14.0958,-46.6317,67.69,52,3,2.01,BR,1630654405
460,albanel,48.8832,-72.4487,55.54,94,90,4.61,CA,1630654406
461,amga,60.8953,131.9608,61.09,86,71,11.39,RU,1630654407
462,benghazi,32.1167,20.0667,81.27,55,0,16.37,LY,1630654408
463,troitskoye,52.9821,84.6757,72.81,27,0,8.79,RU,1630654409
464,medicine hat,50.0501,-110.6683,49.57,80,75,1.99,CA,1630654409
465,kailua,21.4022,-157.7394,80.58,75,40,11.5,US,1630654410
466,awbari,26.5921,12.7805,89.26,30,0,10.85,LY,1630654411
467,severnyy-kospashskiy,59.0925,57.8008,56.28,90,100,12.64,RU,1630654411
468,gudari,19.35,83.7833,91.04,61,66,2.73,IN,1630654412
469,san quintin,30.4833,-115.95,67.6,84,14,10.07,MX,1630654413
470,poum,-20.2333,164.0167,71.15,60,100,16.02,NC,1630654414
471,liverpool,53.4106,-2.9779,59.29,81,75,1.01,GB,1630654415
472,anshun,26.25,105.9333,76.5,71,85,15.05,CN,1630654416
473,te anau,-45.4167,167.7167,39.9,95,46,4.16,NZ,1630654416
474,great yarmouth,52.6083,1.7305,62.85,81,72,12.53,GB,1630654418
475,vidim,56.4088,103.1106,54.75,49,84,6.2,RU,1630654418
476,vostok,46.4856,135.8833,64.56,71,86,2.84,RU,1630654419
477,cabedelo,-6.9811,-34.8339,72.27,89,99,10.96,BR,1630654420
478,wajid,3.8093,43.2471,87.44,37,16,19.69,SO,1630654420
479,sulina,45.1559,29.6536,64.89,40,2,9.89,RO,1630654421
480,solnechnyy,50.7214,136.6319,64.08,62,19,4.23,RU,1630654422
481,college,64.8569,-147.8028,57.29,85,75,3.44,US,1630654257
482,phayao,19.25,100.25,85.69,66,99,4.38,TH,1630654423
483,trelew,-43.249,-65.3051,52.61,73,100,18.3,AR,1630654424
484,weligama,5.9667,80.4167,84.83,66,54,12.95,LK,1630654424
485,thunder bay,48.4001,-89.3168,61.29,94,75,3.44,CA,1630654209
486,bontang,0.1333,117.5,75.0,94,100,8.52,ID,1630654425
487,lithakia,37.7167,20.8333,81.77,50,20,6.91,GR,1630654336
488,vaitape,-16.5167,-151.75,79.25,68,1,17.2,PF,1630654427
489,san cristobal,7.7669,-72.225,64.99,91,40,1.81,VE,1630654427
490,pionerskiy,54.9508,20.2275,62.44,82,50,26.96,RU,1630654428
491,houyet,50.1862,5.0076,64.87,70,0,5.48,BE,1630654429
492,mayumba,-3.432,10.6554,74.89,79,99,4.76,GA,1630654429
493,mandalgovi,45.7625,106.2708,72.82,33,100,13.8,MN,1630654430
494,aksu,41.1231,80.2644,83.64,23,23,8.21,CN,1630654431
495,bulaevo,54.9056,70.4439,73.81,28,0,15.64,KZ,1630654431
496,toamasina,-18.1667,49.3833,78.8,69,40,9.22,MG,1630654432
497,mbini,1.574,9.6134,78.28,78,100,10.67,GQ,1630654433
498,kismayo,-0.3582,42.5454,81.21,66,5,16.02,SO,1630654433
499,salina,38.8403,-97.6114,76.17,93,75,8.05,US,1630654434
500,gobabis,-22.45,18.9667,75.15,17,0,6.08,NA,1630654435
501,dangriga,16.9692,-88.2321,78.98,83,95,10.71,BZ,1630654435
502,dalbandin,28.8947,64.4101,99.88,5,0,2.28,PK,1630654436
503,kralendijk,12.15,-68.2667,82.38,83,40,10.36,BQ,1630654437
504,slyudyanka,51.6594,103.7061,55.99,64,100,5.48,RU,1630654437
505,udachnyy,66.4167,112.4,38.23,72,100,16.64,RU,1630654438
506,shache,38.4167,77.2406,87.91,12,0,4.59,CN,1630654439
507,naze,28.3667,129.4833,83.32,73,73,5.44,JP,1630654439
508,ust-kuyga,70.0167,135.6,57.16,57,98,6.15,RU,1630654440
509,ulladulla,-35.35,150.4667,68.9,85,72,11.63,AU,1630654441
510,lethem,3.3803,-59.7968,73.13,94,96,7.02,GY,1630654442
511,sola,-13.8833,167.55,75.97,69,15,21.27,VU,1630654442
512,tupik,54.4253,119.9327,68.74,65,100,5.88,RU,1630654443
513,hohhot,40.8106,111.6522,82.69,39,0,4.47,CN,1630654444
514,surt,31.2089,16.5887,82.08,58,0,12.59,LY,1630654445
515,virginia beach,36.8529,-75.978,73.42,77,1,0.0,US,1630654239
516,lakes entrance,-37.8811,147.981,70.57,57,100,11.59,AU,1630654447
517,westport,41.1415,-73.3579,61.83,78,1,5.99,US,1630654447
518,sinegorye,62.0788,150.477,62.13,54,43,3.27,RU,1630654448
519,homer,59.6425,-151.5483,55.29,89,90,0.0,US,1630654449
520,mangit,40.5971,70.9607,87.08,10,0,4.45,UZ,1630654449
521,mardin,37.3131,40.7436,81.66,23,0,14.97,TR,1630654450
522,deputatskiy,69.3,139.9,43.54,95,100,1.32,RU,1630654451
523,soyo,-6.1349,12.3689,73.45,80,96,5.21,AO,1630654451
524,bosaso,11.2842,49.1816,98.58,36,0,31.07,SO,1630654452
525,komsomolskiy,40.4272,71.7189,88.52,19,0,6.91,UZ,1630654453
526,tahoua,14.8888,5.2692,78.78,78,20,16.11,NE,1630654454
527,kunming,25.0389,102.7183,75.13,57,75,8.95,CN,1630654455
528,lahat,-3.8,103.5333,88.23,52,85,5.03,ID,1630654455
529,omsukchan,62.5333,155.8,53.89,60,49,1.43,RU,1630654456
530,gull lake,50.1001,-108.4847,52.16,81,8,7.83,CA,1630654209
531,nerchinskiy zavod,51.3088,119.61,67.62,70,100,3.69,RU,1630654457
532,sinnamary,5.3833,-52.95,75.34,90,100,4.88,GF,1630654458
533,bilma,18.6853,12.9164,93.13,18,2,13.71,NE,1630654459
534,athabasca,54.7169,-113.2854,49.82,83,0,5.79,CA,1630654358
535,gosforth,55.0,-1.6167,55.81,88,90,3.44,GB,1630654460
536,kashan,33.9831,51.4364,99.43,9,4,5.88,IR,1630654460
537,santa rosa,14.3122,121.1114,90.1,59,88,6.42,PH,1630654461
538,lasa,46.6166,10.7002,60.03,68,3,0.78,IT,1630654462
539,sao filipe,14.8961,-24.4956,77.34,79,100,8.84,CV,1630654463
540,saiha,22.4833,92.9667,81.3,86,73,2.82,IN,1630654463
541,olovo,44.13,18.5828,57.15,54,85,2.62,BA,1630654464
542,sao gabriel da cachoeira,-0.1303,-67.0892,71.44,98,68,1.39,BR,1630654465
543,kasongo-lunda,-6.4667,16.8167,81.9,56,100,3.89,CD,1630654465
544,trapani,37.8333,12.6667,78.53,73,20,9.22,IT,1630654311
545,vao,-22.6667,167.4833,68.43,67,17,16.84,NC,1630654466
546,laguna de perlas,12.3429,-83.6712,77.76,87,20,1.86,NI,1630654467
547,saint michael,45.21,-93.665,62.87,92,90,4.0,US,1630654468
548,yeniseysk,58.4497,92.1703,59.97,42,100,1.81,RU,1630654468
549,magistralnyy,56.1725,107.4458,56.64,39,97,8.81,RU,1630654469
550,dunedin,-45.8742,170.5036,50.81,87,43,4.05,NZ,1630654445
551,karangampel,-6.4622,108.4519,88.3,50,94,14.14,ID,1630654470
552,nushki,29.5542,66.0215,97.75,11,1,10.56,PK,1630654471
553,praia da vitoria,38.7333,-27.0667,70.05,88,20,2.37,PT,1630654472
554,ranfurly,-45.1333,170.1,44.64,72,15,6.04,NZ,1630654472
555,guatire,10.4762,-66.5427,77.2,97,100,1.23,VE,1630654313
556,dalianwan,39.0286,121.695,80.64,54,20,11.18,CN,1630654474
557,grand gaube,-20.0064,57.6608,76.37,48,83,11.99,MU,1630654475
558,hambantota,6.1241,81.1185,84.54,84,75,14.97,LK,1630654476
559,stefan voda,46.5153,29.6631,62.28,38,12,12.26,MD,1630654477
560,hami,42.8,93.45,82.08,22,1,4.23,CN,1630654477
561,coihaique,-45.5752,-72.0662,31.95,100,0,3.44,CL,1630654478
562,waddan,29.1614,16.139,82.06,48,0,9.17,LY,1630654479
563,sabang,5.8933,95.3214,81.41,72,95,4.74,ID,1630654479
564,bambanglipuro,-7.95,110.2833,80.71,58,96,13.27,ID,1630654480
565,punta alta,-38.8759,-62.0736,47.57,88,0,7.11,AR,1630654481
566,berlevag,70.8578,29.0864,44.55,87,75,28.77,NO,1630654481
567,sainte-maxime,43.3,6.6333,77.02,66,3,16.33,FR,1630654482
568,ayan,56.45,138.1667,60.58,71,46,12.48,RU,1630654483
569,mayor pablo lagerenza,-19.9309,-60.7718,80.64,46,46,7.38,PY,1630654483
570,polyarnyye zori,67.3661,32.4981,41.32,94,100,14.29,RU,1630654484
571,mgandu,-5.95,34.1333,75.42,39,59,12.28,TZ,1630654485
572,kotel,42.8833,26.45,63.95,40,0,4.03,BG,1630654485
573,sao miguel do araguaia,-13.275,-50.1628,79.79,35,88,4.09,BR,1630654486
574,shihezi,44.3,86.0333,85.93,18,8,12.86,CN,1630654487
575,smirnykh,49.75,142.8333,59.59,92,87,6.35,RU,1630654488
576,sioux lookout,50.1001,-91.917,61.18,82,90,9.22,CA,1630654488
577,norden,53.6,7.2,58.98,84,52,9.78,DE,1630654489
